Person ID,Region,Residence Type,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,Approximated Social Grade
7410632,E12000003,H,2,1,2,2,1,2,1,1,1,2,1,2,4,1,1
7411054,E12000003,H,1,1,2,5,4,2,1,2,1,2,1,3,9,3,2
7411191,E12000003,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7411340,E12000003,H,1,1,1,5,1,2,1,3,1,2,1,5,2,3,3
7410610,E12000003,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7410742,E12000003,H,3,1,1,2,1,2,1,1,1,1,3,5,6,-9,4
7410942,E12000003,H,5,1,2,3,3,2,2,2,1,2,1,9,4,3,4
7411183,E12000003,H,1,1,2,7,5,2,1,1,1,2,5,4,10,-9,2
7411938,E12000003,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7411823,E12000003,H,2,1,2,7,2,2,1,1,1,2,5,1,4,-9,2
7412959,E12000003,H,2,1,2,5,2,2,1,1,1,2,1,2,10,2,1
7413224,E12000003,H,2,1,2,2,1,2,1,1,1,2,1,4,3,3,2
7413049,E12000003,H,1,1,1,4,1,2,1,3,1,1,2,5,3,3,3
7413139,E12000003,H,5,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7412647,E12000003,H,2,1,1,5,2,2,1,2,1,2,1,9,1,3,4
7412788,E12000003,H,2,1,2,7,2,2,1,3,1,2,5,9,7,-9,4
7413373,E12000003,H,2,1,1,5,2,2,1,2,1,2,1,8,2,3,4
7413347,E12000003,H,6,1,2,7,1,2,1,2,1,2,5,5,5,-9,4
7412749,E12000003,H,2,1,2,8,2,2,1,3,1,2,5,5,10,-9,3
7413357,E12000003,H,3,1,1,4,1,2,1,2,1,1,1,8,4,3,4
7411313,E12000003,H,3,1,2,6,2,2,1,2,1,1,1,2,10,4,1
7412793,E12000003,H,2,1,1,7,2,2,1,2,1,2,5,2,8,-9,1
7412533,E12000003,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7410076,E12000003,H,3,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7410305,E12000003,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7410300,E12000003,H,2,1,1,4,2,2,1,1,1,2,1,8,4,3,4
7410165,E12000003,H,5,1,2,2,1,1,1,1,1,1,6,-9,-9,-9,2
7410860,E12000003,H,1,1,2,6,4,2,1,3,1,2,5,5,5,-9,4
7410740,E12000003,H,1,1,2,7,5,2,1,1,1,2,2,4,2,3,2
7410378,E12000003,H,3,1,2,6,4,2,1,4,1,2,8,2,11,-9,1
7410377,E12000003,H,2,1,2,7,2,2,1,3,1,2,5,9,5,-9,3
7411028,E12000003,H,2,1,2,4,2,2,2,2,1,1,1,9,2,3,4
7410982,E12000003,H,2,1,2,4,2,2,1,1,1,1,1,6,10,2,3
7411545,E12000003,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7411471,E12000003,H,2,1,2,3,2,2,1,1,1,1,1,2,10,2,1
7411110,E12000003,H,1,1,2,3,1,2,1,1,1,1,1,4,6,3,2
7411593,E12000003,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7411791,E12000003,H,2,1,2,8,2,2,1,2,1,1,5,2,10,-9,1
7411827,E12000003,H,2,1,1,6,2,2,1,3,1,1,2,5,4,3,3
7413003,E12000003,H,2,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
7413215,E12000003,H,5,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
7412484,E12000003,H,1,1,1,8,4,2,1,3,1,2,5,9,5,-9,4
7412397,E12000003,H,2,1,1,6,2,2,1,2,1,2,5,8,8,-9,2
7412496,E12000003,H,5,1,2,2,1,1,1,1,1,9,6,-9,-9,-9,2
7413400,E12000003,H,4,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7410184,E12000003,H,2,1,1,7,2,2,1,4,1,2,5,8,2,-9,4
7410256,E12000003,H,2,1,1,6,2,2,1,4,1,2,8,9,3,-9,4
7411859,E12000003,H,3,1,2,3,1,2,1,1,1,2,7,4,8,-9,2
7410706,E12000003,H,5,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
7411209,E12000003,H,2,1,2,5,2,2,1,2,1,2,1,1,4,3,2
7410690,E12000003,H,1,1,2,7,5,2,1,4,1,2,5,8,2,-9,4
7411180,E12000003,H,3,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7410748,E12000003,H,2,1,1,4,2,2,1,1,1,2,1,3,9,3,2
7410754,E12000003,H,2,1,1,5,2,2,1,1,1,2,1,3,6,3,2
7410692,E12000003,H,3,1,1,5,1,2,1,1,1,2,2,5,8,2,3
7411410,E12000003,H,2,1,1,4,2,2,1,2,1,1,1,1,2,2,1
7411440,E12000003,H,3,1,1,2,1,2,1,2,1,1,1,5,4,3,3
7411016,E12000003,H,2,1,1,3,2,2,1,1,1,2,1,1,2,4,1
7411932,E12000003,H,3,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
7411216,E12000003,H,2,1,1,2,1,1,1,1,1,9,6,-9,-9,-9,2
7412211,E12000003,H,2,1,1,2,1,2,1,1,1,2,1,5,4,3,3
7412091,E12000003,H,1,1,2,2,1,2,1,1,1,2,1,4,4,2,2
7411834,E12000003,H,2,1,1,7,2,2,1,2,1,2,2,1,2,3,2
7412330,E12000003,H,2,1,2,3,2,2,1,1,1,2,1,4,11,2,2
7412422,E12000003,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
7412902,E12000003,H,3,1,1,4,1,2,1,1,1,2,2,5,3,3,3
7413154,E12000003,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7412360,E12000003,H,3,1,2,7,2,2,1,2,1,2,5,8,8,-9,2
7412660,E12000003,H,2,1,1,6,2,2,1,2,1,2,1,5,4,3,3
7412704,E12000003,H,2,1,2,2,1,2,1,1,1,2,1,6,11,2,3
7412746,E12000003,H,3,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
7413379,E12000003,H,2,1,2,5,2,2,1,2,1,2,1,2,11,2,1
7413169,E12000003,H,3,1,2,7,5,2,1,2,1,2,5,9,4,-9,1
7410497,E12000003,H,2,1,2,6,2,2,1,1,1,2,3,6,5,-9,4
7410101,E12000003,H,1,1,2,7,5,2,1,3,1,2,5,4,4,-9,2
7414299,E12000003,H,1,1,1,5,4,2,1,2,1,2,1,3,11,3,2
7414538,E12000003,H,5,1,2,4,4,2,1,3,1,2,9,7,5,-9,4
7414935,E12000003,H,1,1,2,8,5,2,1,2,1,2,5,-9,-9,-9,4
7414600,E12000003,H,2,1,2,6,2,2,1,2,1,1,9,9,5,-9,4
7414292,E12000003,H,2,1,1,8,2,2,1,2,1,9,5,5,2,-9,3
7414278,E12000003,H,2,1,2,6,2,2,1,2,1,2,1,7,4,1,4
7414286,E12000003,H,1,1,2,6,4,2,1,1,1,2,1,9,5,2,4
7414266,E12000003,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7413528,E12000003,H,1,1,2,3,2,2,2,2,1,2,1,2,11,3,1
7414640,E12000003,H,1,1,1,7,4,2,1,1,1,2,1,5,2,4,3
7413418,E12000003,H,2,1,2,2,1,1,1,1,1,2,6,-9,-9,-9,2
7413517,E12000003,H,2,1,2,7,2,2,1,1,1,2,5,8,2,-9,3
7414363,E12000003,H,2,1,2,6,2,2,1,1,1,1,5,1,11,-9,2
7414529,E12000003,H,2,1,1,5,2,2,2,3,3,6,1,5,5,2,4
7414619,E12000003,H,2,1,2,5,2,2,2,2,3,3,2,7,5,3,4
7413428,E12000003,H,5,1,2,7,4,2,1,3,1,2,5,8,2,-9,4
7414541,E12000003,H,2,1,2,6,2,2,1,2,1,2,1,9,12,2,4
7413939,E12000003,H,2,1,1,2,1,2,1,1,1,2,1,5,4,3,3
7413938,E12000003,H,2,1,1,5,2,2,1,3,1,2,1,5,2,4,3
7414910,E12000003,H,4,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7414277,E12000003,H,2,1,1,6,2,2,1,2,1,2,1,3,2,3,2
7413427,E12000003,H,1,1,1,7,4,2,1,1,1,2,5,8,2,-9,4
7414396,E12000003,H,1,1,2,6,5,2,1,2,1,2,1,9,2,3,4
7413901,E12000003,H,1,1,1,3,1,2,1,2,1,1,1,1,11,3,1
7413916,E12000003,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7413930,E12000003,H,2,1,1,5,2,2,1,3,1,2,1,8,9,3,3
7413615,E12000003,H,5,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7414918,E12000003,H,2,1,2,3,2,2,1,2,1,2,1,9,10,2,4
7413420,E12000003,H,2,1,1,6,2,2,1,3,1,1,8,8,2,-9,4
7414540,E12000003,H,2,1,2,2,1,1,1,1,1,1,4,-9,-9,-9,2
7413913,E12000003,H,2,1,2,8,3,2,1,3,1,9,5,4,2,-9,4
7413485,E12000003,H,1,1,2,8,5,2,1,3,1,2,5,7,9,-9,2
7413888,E12000003,H,1,1,2,2,1,2,1,3,1,1,3,9,5,-9,1
7413438,E12000003,H,1,1,2,8,5,2,1,3,1,2,5,-9,-9,-9,4
7413439,E12000003,H,1,1,2,7,5,2,1,1,1,2,5,9,5,-9,4
7413516,E12000003,H,5,1,2,1,1,2,1,2,1,1,-9,-9,-9,-9,-9
7413480,E12000003,H,1,1,2,8,5,2,1,2,1,2,5,6,11,-9,4
7413463,E12000003,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7413595,E12000003,H,2,1,1,3,2,2,2,2,1,6,2,9,4,2,4
7413911,E12000003,H,2,1,2,7,2,2,1,3,1,9,5,-9,-9,-9,3
7413933,E12000003,H,1,1,1,4,1,2,1,3,1,9,1,5,2,3,3
7413523,E12000003,H,2,1,2,4,2,2,1,2,1,1,1,3,6,2,2
7413416,E12000003,H,1,1,2,5,3,2,1,2,1,2,1,9,4,2,4
7414455,E12000003,H,5,1,2,3,1,2,1,1,1,2,3,9,5,-9,4
7413411,E12000003,H,1,1,2,3,1,2,1,1,1,9,1,3,9,3,2
7413520,E12000003,H,2,1,2,5,2,2,1,1,1,2,5,1,5,-9,2
7414281,E12000003,H,1,1,2,7,5,2,1,2,1,2,5,2,10,-9,1
7413624,E12000003,H,2,1,2,3,2,2,2,3,1,2,2,6,11,4,3
7414394,E12000003,H,4,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7414442,E12000003,H,5,1,1,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
7414441,E12000003,H,5,1,1,2,1,2,1,2,1,1,3,1,8,-9,4
7414481,E12000003,H,2,1,2,6,2,2,1,5,1,2,1,3,11,2,2
7413922,E12000003,H,2,1,2,4,2,2,1,1,1,2,1,6,11,3,4
7413585,E12000003,H,1,1,2,8,4,2,2,2,1,2,5,-9,-9,-9,4
7414418,E12000003,H,1,1,2,8,5,2,1,3,1,2,5,9,10,-9,4
7413602,E12000003,H,2,1,2,1,1,1,1,2,1,2,-9,-9,-9,-9,-9
7415033,E12000003,H,4,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7413525,E12000003,H,3,1,1,3,1,2,1,1,1,2,1,9,6,3,4
7413574,E12000003,H,5,1,2,7,5,2,1,4,1,2,5,9,8,-9,4
7413636,E12000003,H,1,1,1,6,1,2,1,3,1,9,8,9,8,-9,4
7414446,E12000003,H,2,1,1,1,1,1,1,2,1,2,-9,-9,-9,-9,-9
7414522,E12000003,H,3,1,2,4,2,2,1,2,1,2,7,9,11,-9,3
7414516,E12000003,H,5,1,2,3,3,2,1,2,1,2,7,7,4,-9,4
7414453,E12000003,H,3,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7414518,E12000003,H,2,1,2,6,2,2,1,3,1,2,7,9,2,-9,3
7413564,E12000003,H,2,1,1,5,2,2,1,3,1,1,8,-9,-9,-9,4
7414494,E12000003,H,1,1,2,7,4,2,1,1,1,2,3,9,11,-9,3
7415222,E12000003,H,2,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,2
7415220,E12000003,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7415317,E12000003,H,3,1,2,4,4,2,1,2,1,2,1,2,10,3,1
7415234,E12000003,H,3,1,1,5,1,2,1,4,1,8,8,9,1,-9,4
7415196,E12000003,H,2,1,1,6,2,2,1,2,1,1,5,2,8,-9,1
7415239,E12000003,H,1,1,2,8,5,2,1,2,1,9,5,2,2,-9,2
7415347,E12000003,H,2,1,2,4,2,2,1,1,1,2,7,2,11,-9,2
7415878,E12000003,H,2,1,1,3,2,2,1,1,1,2,1,1,9,3,1
7415081,E12000003,H,3,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
7415216,E12000003,H,2,1,1,2,1,1,1,1,1,1,4,9,6,1,2
7415779,E12000003,H,2,1,1,6,2,2,1,2,1,2,2,3,7,3,1
7415080,E12000003,H,2,1,1,3,1,2,1,2,1,1,1,9,4,1,4
7416354,E12000003,H,2,1,1,7,2,2,1,1,1,2,5,2,10,-9,1
7416348,E12000003,H,2,1,2,4,2,2,1,1,1,1,1,4,4,3,2
7416446,E12000003,H,2,1,2,7,2,2,1,2,1,2,5,7,4,-9,4
7416389,E12000003,H,5,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7416350,E12000003,H,2,1,1,7,2,2,1,2,1,2,5,2,2,-9,1
7416355,E12000003,H,2,1,1,5,2,2,1,2,1,1,1,9,2,3,4
7416364,E12000003,H,5,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
7416722,E12000003,H,5,1,2,2,1,1,1,2,1,1,6,-9,-9,-9,2
7416385,E12000003,H,2,1,1,6,2,2,2,2,1,2,2,5,3,3,3
7415298,E12000003,H,1,1,2,8,5,2,1,4,1,2,5,9,10,-9,4
7416447,E12000003,H,3,1,1,5,4,2,1,2,1,2,1,9,2,3,4
7415243,E12000003,H,2,1,2,4,2,2,1,2,1,2,1,2,11,3,2
7415283,E12000003,H,2,1,2,6,2,2,1,2,1,1,5,2,10,-9,1
7416593,E12000003,H,3,1,2,1,1,1,1,3,1,1,-9,-9,-9,-9,-9
7416723,E12000003,H,2,1,2,4,2,2,1,2,1,9,1,3,9,4,2
7416640,E12000003,H,5,1,1,1,1,1,1,4,1,1,-9,-9,-9,-9,-9
7416412,E12000003,H,2,1,1,6,2,2,1,3,1,2,1,9,6,3,3
7416425,E12000003,H,1,1,1,2,1,1,2,2,3,2,6,-9,-9,-9,2
7415249,E12000003,H,2,1,2,7,2,2,1,1,1,2,5,9,4,-9,4
7416610,E12000003,H,5,1,2,6,1,2,1,3,1,2,2,6,12,1,4
7416418,E12000003,H,5,1,2,3,4,2,1,2,2,1,3,9,2,-9,4
7416728,E12000003,H,5,1,2,6,4,2,1,3,1,2,1,7,4,2,4
7416729,E12000003,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7416351,E12000003,H,2,1,1,7,2,2,1,2,1,2,5,8,2,-9,4
7415148,E12000003,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7416423,E12000003,H,2,1,2,8,2,2,1,4,1,2,5,8,2,-9,3
7416436,E12000003,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7415040,E12000003,H,1,1,2,8,5,2,1,4,1,2,5,4,11,-9,2
7416644,E12000003,H,1,1,1,6,4,2,1,2,1,2,5,3,2,-9,2
7415783,E12000003,H,5,1,2,2,1,2,1,1,1,2,9,9,5,-9,4
7415041,E12000003,H,2,1,1,8,2,2,1,2,1,2,1,8,2,2,4
7416393,E12000003,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7416424,E12000003,H,3,1,1,1,1,1,1,2,1,2,-9,-9,-9,-9,-9
7415112,E12000003,H,1,1,1,4,4,2,2,2,5,6,3,5,5,-9,4
7416603,E12000003,H,2,1,2,4,2,2,1,3,1,1,1,4,11,1,2
7416669,E12000003,H,2,1,1,1,1,1,1,2,3,6,-9,-9,-9,-9,-9
7416011,E12000003,H,2,1,2,3,2,2,1,1,1,2,1,2,11,2,2
7415259,E12000003,H,2,1,2,5,2,2,1,2,1,2,1,3,9,3,2
7416454,E12000003,H,2,1,1,7,2,2,1,2,1,2,5,8,4,-9,4
7415100,E12000003,H,2,1,2,7,2,2,1,2,1,2,5,8,5,-9,4
7415880,E12000003,H,2,1,2,7,2,2,1,1,1,2,5,9,10,-9,4
7416380,E12000003,H,2,1,2,4,2,2,2,1,3,6,1,4,10,1,2
7415886,E12000003,H,2,1,2,7,2,2,1,4,1,2,5,6,11,-9,4
7415052,E12000003,H,2,1,1,6,2,2,1,2,1,1,2,1,3,4,1
7416727,E12000003,H,3,1,1,1,1,2,1,2,1,9,-9,-9,-9,-9,-9
7416428,E12000003,H,5,1,2,2,1,2,1,3,1,1,1,6,11,2,3
7416453,E12000003,H,2,1,2,4,2,2,1,1,1,2,7,7,4,-9,3
7416378,E12000003,H,2,1,1,8,2,2,1,2,1,2,5,5,2,-9,3
7416373,E12000003,H,2,1,2,7,2,2,1,3,1,2,5,6,11,-9,4
7416352,E12000003,H,2,1,2,8,2,2,1,3,1,2,5,2,11,-9,1
7415968,E12000003,H,2,1,2,6,2,2,1,1,1,2,5,7,4,-9,3
7416596,E12000003,H,5,1,2,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
7415098,E12000003,H,2,1,2,6,1,2,1,2,1,2,1,2,10,4,1
7416372,E12000003,H,2,1,2,3,2,2,1,1,1,2,1,9,11,3,4
7416399,E12000003,H,3,1,2,2,1,1,1,1,1,1,6,-9,-9,-9,2
7411153,E12000003,H,2,1,1,5,2,2,1,2,1,1,1,2,6,3,1
7411017,E12000003,H,3,1,1,5,2,2,1,2,1,2,1,9,2,3,4
7411125,E12000003,H,2,1,1,6,2,2,1,2,1,2,1,5,7,3,3
7412213,E12000003,H,1,1,1,7,4,2,1,3,1,2,5,8,2,-9,3
7412088,E12000003,H,2,1,1,4,2,2,1,1,1,2,2,2,8,3,1
7412140,E12000003,H,3,1,2,3,1,2,1,1,1,1,1,4,9,3,2
7411907,E12000003,H,5,1,2,2,1,1,1,1,1,2,4,3,11,1,2
7411607,E12000003,H,2,1,2,5,2,2,1,1,1,2,1,1,6,3,2
7411793,E12000003,H,2,1,1,4,2,2,1,1,1,1,1,3,8,4,2
7411795,E12000003,H,3,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7412451,E12000003,H,5,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7413311,E12000003,H,2,1,1,4,2,2,1,2,1,1,1,6,9,3,2
7412259,E12000003,H,3,1,2,2,1,2,1,1,1,2,1,6,12,2,3
7413156,E12000003,H,2,1,1,5,2,2,1,5,1,2,1,5,3,2,3
7412921,E12000003,H,5,1,2,5,1,2,1,2,1,1,1,3,6,3,2
7410173,E12000003,H,3,1,1,4,4,2,1,4,1,2,9,8,3,-9,4
7410170,E12000003,H,1,1,2,7,3,2,1,3,1,2,5,2,12,-9,1
7410127,E12000003,H,2,1,1,7,2,2,1,2,1,2,2,8,3,2,4
7410482,E12000003,H,1,1,2,6,4,2,1,3,1,2,3,6,11,-9,3
7412625,E12000003,H,2,1,1,7,2,2,1,2,1,9,5,3,2,-9,2
7410314,E12000003,H,2,1,2,3,2,2,1,1,1,2,2,2,8,3,1
7411170,E12000003,H,3,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
7411477,E12000003,H,5,1,1,4,1,2,1,2,1,2,2,5,3,4,3
7411139,E12000003,H,2,1,1,4,2,2,1,2,1,1,1,8,2,3,4
7412043,E12000003,H,3,1,2,1,1,2,1,1,3,2,-9,-9,-9,-9,-9
7412965,E12000003,H,3,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7411650,E12000003,H,1,1,2,7,4,2,1,1,1,1,5,3,9,-9,2
7411820,E12000003,H,2,1,1,8,2,2,1,3,1,1,5,8,6,-9,4
7411570,E12000003,H,2,1,2,5,2,2,1,1,1,2,1,1,2,3,1
7412514,E12000003,H,2,1,2,2,1,1,1,1,1,2,4,7,4,1,2
7413174,E12000003,H,5,1,1,6,1,2,1,3,1,2,5,2,10,-9,2
7413345,E12000003,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7413193,E12000003,H,1,1,1,3,1,2,1,1,1,2,1,5,3,3,3
7413354,E12000003,H,3,1,1,3,4,2,1,1,1,2,1,8,4,4,3
7411731,E12000003,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7410515,E12000003,H,3,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
7412933,E12000003,H,2,1,1,7,2,2,1,2,1,9,5,8,8,-9,4
7410531,E12000003,H,3,1,1,3,1,2,1,2,1,1,3,8,2,-9,4
7410465,E12000003,H,2,1,1,6,2,2,1,2,1,1,1,2,9,3,1
7410045,E12000003,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7411285,E12000003,H,2,1,2,5,2,2,1,2,1,1,1,2,10,4,1
7412369,E12000003,H,3,1,1,2,1,1,1,1,1,2,4,9,5,-9,2
7410656,E12000003,H,2,1,2,6,2,2,1,3,1,1,1,2,11,2,2
7410593,E12000003,H,5,1,1,2,1,2,1,2,1,2,1,5,1,2,3
7410677,E12000003,H,1,1,1,4,1,2,1,2,1,1,1,8,2,3,4
7410267,E12000003,H,2,1,2,6,2,2,1,3,1,1,5,4,10,-9,2
7410876,E12000003,H,1,1,1,7,5,1,1,3,1,2,4,1,3,3,2
7410970,E12000003,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7411443,E12000003,H,5,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7411524,E12000003,H,2,1,1,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
7411124,E12000003,H,1,1,1,3,1,2,1,1,1,1,1,5,8,3,3
7411323,E12000003,H,2,1,2,6,2,2,1,2,1,2,5,7,6,-9,4
7411970,E12000003,H,2,1,2,6,2,2,1,1,1,2,1,2,11,3,2
7412452,E12000003,H,1,1,1,8,5,2,1,3,1,2,5,2,10,-9,1
7411625,E12000003,H,3,1,1,5,1,2,1,2,1,1,1,2,10,3,1
7411645,E12000003,H,2,1,2,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
7411572,E12000003,H,2,1,2,1,1,1,1,1,4,6,-9,-9,-9,-9,-9
7412437,E12000003,H,2,1,1,4,2,2,1,1,1,1,1,2,9,3,1
7413016,E12000003,H,2,1,1,6,2,2,1,2,1,1,5,5,2,-9,4
7413266,E12000003,H,2,1,1,3,1,2,1,1,1,2,1,5,8,1,3
7413321,E12000003,H,2,1,1,4,2,2,1,2,1,1,1,5,2,3,3
7413296,E12000003,H,1,1,1,5,1,2,1,3,1,2,1,2,2,3,1
7413077,E12000003,H,3,1,1,3,1,2,2,2,2,8,3,9,12,-9,4
7412362,E12000003,H,2,1,2,5,2,2,1,1,1,2,1,2,11,3,2
7412283,E12000003,H,2,1,1,3,2,2,1,1,1,1,1,8,2,3,3
7413198,E12000003,H,5,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
7413190,E12000003,H,5,1,2,4,4,2,1,1,1,2,1,4,10,3,2
7410389,E12000003,H,2,1,2,3,2,2,2,2,1,2,1,4,9,3,2
7410574,E12000003,H,2,1,2,1,1,1,2,1,1,1,-9,-9,-9,-9,-9
7410884,E12000003,H,1,1,2,7,4,2,1,1,1,2,1,6,11,2,3
7411082,E12000003,H,5,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
7411037,E12000003,H,2,1,2,4,2,2,1,2,1,2,1,7,11,3,4
7410612,E12000003,H,5,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7411292,E12000003,H,2,1,2,2,1,2,1,1,1,1,1,6,11,2,3
7410770,E12000003,H,2,1,1,2,1,1,1,1,1,2,4,5,8,1,2
7410841,E12000003,H,2,1,2,4,2,2,1,1,1,2,1,4,6,2,2
7410824,E12000003,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7412122,E12000003,H,2,1,2,7,2,2,1,3,1,2,5,9,5,-9,4
7412141,E12000003,H,3,1,2,5,1,2,1,1,1,1,1,9,12,3,4
7411620,E12000003,H,2,1,1,4,2,2,1,1,1,1,9,8,2,-9,1
7411723,E12000003,H,2,1,2,6,2,2,1,1,1,9,5,2,8,-9,2
7411855,E12000003,H,2,1,2,3,2,2,1,2,1,1,9,4,9,-9,4
7412579,E12000003,H,1,1,2,8,1,2,1,2,1,2,5,2,10,-9,1
7412771,E12000003,H,2,1,1,5,2,2,1,2,1,9,1,2,10,4,1
7412868,E12000003,H,2,1,2,7,2,2,1,1,1,2,5,9,1,-9,4
7413307,E12000003,H,5,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7413090,E12000003,H,3,1,2,3,1,2,1,1,1,2,1,7,4,3,4
7413274,E12000003,H,5,1,2,5,3,2,1,1,1,2,1,2,11,2,2
7413287,E12000003,H,2,1,2,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
7413086,E12000003,H,5,1,2,5,4,2,1,3,1,3,2,5,5,3,3
7412729,E12000003,H,2,1,1,7,2,2,1,2,1,2,5,8,2,-9,3
7412511,E12000003,H,1,1,2,5,1,2,1,2,1,2,9,3,3,-9,2
7413210,E12000003,H,2,1,1,2,1,2,1,1,1,2,1,2,2,3,1
7410259,E12000003,H,2,1,2,4,2,2,1,2,1,2,1,4,8,2,2
7412981,E12000003,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7412934,E12000003,H,2,1,1,2,1,2,1,1,1,2,1,9,2,3,4
7410200,E12000003,H,2,1,1,7,2,2,1,4,1,2,5,5,11,-9,4
7411286,E12000003,H,2,1,2,7,2,2,1,2,1,2,5,4,8,-9,4
7410071,E12000003,H,2,1,2,6,2,2,1,3,1,2,1,4,12,2,2
7410698,E12000003,H,2,1,1,5,2,2,1,2,1,2,1,3,9,3,2
7410339,E12000003,H,2,1,2,6,2,2,1,1,1,2,1,7,4,2,4
7410760,E12000003,H,3,1,1,4,1,2,1,1,1,1,2,5,3,3,3
7410839,E12000003,H,5,1,2,7,5,2,1,2,1,2,5,6,11,-9,4
7411521,E12000003,H,2,1,1,5,2,2,1,2,1,1,1,1,2,3,2
7411588,E12000003,H,2,1,2,3,2,2,1,1,1,2,1,2,11,2,1
7412163,E12000003,H,2,1,2,4,2,2,1,2,1,1,7,6,12,-9,2
7412041,E12000003,H,2,1,1,4,2,2,1,2,1,1,2,5,3,3,3
7411601,E12000003,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7411608,E12000003,H,2,1,2,4,2,2,1,1,1,2,2,2,10,2,1
7412095,E12000003,H,2,1,2,4,2,2,1,1,1,9,1,4,8,1,2
7412340,E12000003,H,3,1,1,3,1,2,1,1,1,1,1,2,8,3,1
7412974,E12000003,H,5,1,2,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
7412816,E12000003,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7413148,E12000003,H,2,1,1,7,2,2,1,1,1,2,5,8,2,-9,3
7412331,E12000003,H,2,1,1,5,2,2,1,2,1,2,1,5,3,3,3
7412680,E12000003,H,2,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
7412605,E12000003,H,2,1,2,6,2,2,1,1,1,2,2,6,12,2,3
